SampleID 	Mouse 	Cage	Day	Gender	Co_Housed	Genotype	Treatment_Grp	Colonization630	Treatment_1	Treatment_2	Year
9794D44	9794	979	44	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9794D7	9794	979	7	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9794Dneg15	9794	979	-15	male	no	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961D0	9961	996	0	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961D1	9961	996	1	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961D10	9961	996	10	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961D16	9961	996	16	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961D22	9961	996	22	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961D4	9961	996	4	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961D44	9961	996	44	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961D7	9961	996	7	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9961Dneg15	9961	996	-15	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962D0	9962	996	0	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962D1	9962	996	1	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962D10	9962	996	10	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962D16	9962	996	16	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962D22	9962	996	22	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962D4	9962	996	4	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962D44	9962	996	44	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962D7	9962	996	7	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
9962Dneg15	9962	996	-15	female	yes	WT	Naive_VPI	uncolonized	mock	VPI	2014
1431D1	1431	143	1	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1431D21	1431	143	21	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1431D6	1431	143	6	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1432D1	1432	143	1	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1432D21	1432	143	21	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1432D6	1432	143	6	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1432Dneg12	1432	143	-12	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1433D1	1433	143	1	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1433D21	1433	143	21	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1433D6	1433	143	6	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1433Dneg12	1433	143	-12	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1434D1	1434	143	1	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1434D21	1434	143	21	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1434D6	1434	143	6	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1434Dneg12	1434	143	-12	male	no	RAG1KO	630_infected_splenocytes	cleared	630	infected_splenocytes	2016
1441D1	1441	144	1	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1441D21	1441	144	21	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1441D6	1441	144	6	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1441Dneg12	1441	144	-12	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1442D1	1442	144	1	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1442D21	1442	144	21	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1442D6	1442	144	6	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1442Dneg12	1442	144	-12	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1443D1	1443	144	1	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1443D21	1443	144	21	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1443D6	1443	144	6	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1443Dneg12	1443	144	-12	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1444D1	1444	144	1	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1444D21	1444	144	21	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1444D6	1444	144	6	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1444Dneg12	1444	144	-12	male	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1451D1	1451	145	1	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1451D21	1451	145	21	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1451D6	1451	145	6	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1452D1	1452	145	1	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1452D21	1452	145	21	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1452D6	1452	145	6	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1452Dneg12	1452	145	-12	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1453D1	1453	145	1	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1453D21	1453	145	21	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1453D6	1453	145	6	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1454D1	1454	145	1	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1454D21	1454	145	21	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1454D6	1454	145	6	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1454Dneg12	1454	145	-12	male	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1461D1	1461	146	1	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1461D21	1461	146	21	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1461D6	1461	146	6	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1461Dneg12	1461	146	-12	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1462D1	1462	146	1	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1462D21	1462	146	21	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1462D6	1462	146	6	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1471D1	1471	147	1	female	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1471D21	1471	147	21	female	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1471D6	1471	147	6	female	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1471Dneg12	1471	147	-12	female	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1472D1	1472	147	1	female	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1472D21	1472	147	21	female	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1472D6	1472	147	6	female	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1472Dneg12	1472	147	-12	female	no	RAG1KO	630_mock_splenocytes	colonized	630	mock_splenocytes	2016
1501D1	1501	150A	1	female	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1501D21	1501	150A	21	female	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1501D6	1501	150A	6	female	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1501Dneg12	1501	150A	-12	female	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1502D1	1502	150A	1	female	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1502D21	1502	150A	21	female	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1502D6	1502	150A	6	female	no	RAG1KO	630_vehicle	colonized	630	vehicle	2016
1503D1	1503	150	1	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1503D21	1503	150	21	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1503D6	1503	150	6	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1503Dneg12	1503	150	-12	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1504D1	1504	150	1	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1504D21	1504	150	21	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1504D6	1504	150	6	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1504Dneg12	1504	150	-12	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1505D1	1505	150	1	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1505D21	1505	150	21	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1505D6	1505	150	6	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
1505Dneg12	1505	150	-12	female	no	RAG1KO	630_infected_splenocytes	colonized	630	infected_splenocytes	2016
0051D8	51	5	8	male	no	RAG1KO	630_VPI 	630	VPI	colonized 	2014_pilot 
0051Dneg16	51	5	-16	male	no	RAG1KO	630_VPI 	630	VPI	colonized 	2014_pilot 
0052D0	52	5	0	male	no	RAG1KO	630_VPI 	630	VPI	colonized 	2014_pilot 
0052D8	52	5	8	male	no	RAG1KO	630_VPI 	630	VPI	colonized 	2014_pilot 
0052Dneg16	52	5	-16	mal	no	RAG1KO	630_VPI 	630	VPI	colonized 	2014_pilot 
11571D0	11571	1157	0	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11571D17	11571	1157	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11571D31	11571	1157	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11571D44	11571	1157	44	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11571D7	11571	1157	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11571Dneg33	11571	1157	-33	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11571neg12	11571	1157	-12	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11572D0	11572	1157	0	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11572D17	11572	1157	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11572D31	11572	1157	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11572D44	11572	1157	44	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11572D7	11572	1157	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11572Dneg33	11572	1157	-33	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11581D0	11581	1158	0	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11581D17	11581	1158	17	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11581D31	11581	1158	31	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11581D44	11581	1158	44	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11581D7	11581	1158	7	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11581Dneg12	11581	1158	-12	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11581Dneg33	11581	1158	-33	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11582D0	11582	1158	0	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11582D17	11582	1158	17	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11582D31	11582	1158	31	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11582D44	11582	1158	44	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11582D7	11582	1158	7	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11582Dneg12	11582	1158	-12	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11582Dneg33	11582	1158	-33	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
11583D0	11583	1158	0	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
11583D17	11583	1158	17	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
11583D31	11583	1158	31	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
11583D44	11583	1158	44	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
11583D7	11583	1158	7	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
11583Dneg12	11583	1158	-12	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
11583Dneg33	11583	1158	-33	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
11671D0	11671	1167	0	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11671D17	11671	1167	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11671D31	11671	1167	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11671D44	11671	1167	44	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11671D7	11671	1167	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11671Dneg12	11671	1167	-12	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11671Dneg33	11671	1167	-33	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11672D0	11672	1167	0	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11672D17	11672	1167	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11672D31	11672	1167	31	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11672D44	11672	1167	44	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11672D7	11672	1167	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11672Dneg12	11672	1167	-12	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11672Dneg33	11672	1167	-33	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11673D0	11673	1167	0	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11673D17	11673	1167	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11673D44	11673	1167	44	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11673D7	11673	1167	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11673Dneg12	11673	1167	-12	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11673Dneg33	11673	1167	-33	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11674D0	11674	1167	0	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11674D17	11674	1167	17	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11674D44	11674	1167	44	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11674D7	11674	1167	7	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11674Dneg12	11674	1167	-12	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11674Dneg33	11674	1167	-33	female	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11873D0	11873	1187	0	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11873D17	11873	1187	17	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11873D31	11873	1187	31	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11873D44	11873	1187	44	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11873D7	11873	1187	7	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11873Dneg12	11873	1187	-12	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11873Dneg33	11873	1187	-33	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11874D0	11874	1187	0	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11874D17	11874	1187	17	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11874D31	11874	1187	31	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11874D44	11874	1187	44	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11874D7	11874	1187	7	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11874Dneg12	11874	1187	-12	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11874Dneg33	11874	1187	-33	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11875D0	11875	1187	0	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11875D17	11875	1187	17	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11875D44	11875	1187	44	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11875D7	11875	1187	7	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11875Dneg12	11875	1187	-12	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11875Dneg33	11875	1187	-33	female	yes	WT	630_VPI 	630	VPI	colonized 	2015
11884D0	11884	1188	0	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11884D17	11884	1188	17	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11884D31	11884	1188	31	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11884D44	11884	1188	44	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11884D7	11884	1188	7	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11884Dneg12	11884	1188	-12	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11884Dneg33	11884	1188	-33	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11885D0	11885	1188	0	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11885D17	11885	1188	17	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11885D31	11885	1188	31	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11885D44	11885	1188	44	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11885D7	11885	1188	7	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11885Dneg12	11885	1188	-12	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
11885Dneg33	11885	1188	-33	male	yes	WT	Naive_VPI	mock	VPI	unchallenged  	2015
1241D0	1241	124	0	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1241D31	1241	124	31	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1241D44	1241	124	44	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1241D7	1241	124	7	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1241Dneg12	1241	124	-12	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1241Dneg33	1241	124	-33	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1242D0	1242	124	0	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1242D17	1242	124	17	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1242D31	1242	124	31	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1242D44	1242	124	44	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1242D7	1242	124	7	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1242Dneg12	1242	124	-12	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1242Dneg33	1242	124	-33	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1243D0	1243	124	0	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1243D17	1243	124	17	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1243D44	1243	124	44	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1243D7	1243	124	7	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1243Dneg12	1243	124	-12	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1243Dneg33	1243	124	-33	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1251D0	1251	125	0	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1251D17	1251	125	17	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1251D31	1251	125	31	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1251D44	1251	125	44	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1251D7	1251	125	7	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1251Dneg12	1251	125	-12	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1251Dneg33	1251	125	-33	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1252D0	1252	125	0	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1252D17	1252	125	17	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1252D31	1252	125	31	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1252D44	1252	125	44	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1252D7	1252	125	7	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1252Dneg12	1252	125	-12	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1252Dneg33	1252	125	-33	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1253D0	1253	125	0	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1253D17	1253	125	17	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1253D44	1253	125	44	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1253D7	1253	125	7	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1253Dneg12	1253	125	-12	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1253Dneg33	1253	125	-33	female	yes	RAG1KO	630_VPI 	630	VPI	colonized	2015
1261D0	1261	126	0	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1261D17	1261	126	17	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1261D31	1261	126	31	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1261D44	1261	126	44	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1261D7	1261	126	7	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1261Dneg12	1261	126	-12	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1261Dneg33	1261	126	-33	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1262D0	1262	126	0	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1262D17	1262	126	17	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1262D31	1262	126	31	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1262D44	1262	126	44	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1262D7	1262	126	7	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1262Dneg12	1262	126	-12	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1262Dneg33	1262	126	-33	male	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1271D0	1271	127	0	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1271D17	1271	127	17	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1271D31	1271	127	31	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1271D44	1271	127	44	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1271D7	1271	127	7	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1271Dneg12	1271	127	-12	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1271Dneg33	1271	127	-33	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1272D0	1272	127	0	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1272D17	1272	127	17	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1272D31	1272	127	31	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1272D44	1272	127	44	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1272D7	1272	127	7	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1272Dneg12	1272	127	-12	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1272Dneg33	1272	127	-33	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1273D0	1273	127	0	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1273D17	1273	127	17	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1273D44	1273	127	44	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1273D7	1273	127	7	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1273Dneg12	1273	127	-12	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1273Dneg33	1273	127	-33	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1274D0	1274	127	0	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1274D17	1274	127	17	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1274D44	1274	127	44	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1274D7	1274	127	7	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1274Dneg12	1274	127	-12	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1274Dneg33	1274	127	-33	female	yes	RAG1KO	Naive_VPI	mock	VPI	unchallenged  	2015
1613D0	1613	161	0	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
1613D17	1613	161	17	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
1613D31	1613	161	31	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
1613D44	1613	161	44	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
1613D7	1613	161	7	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
1613Dneg12	1613	161	-12	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
1613Dneg33	1613	161	-33	male	yes	WT	630_VPI 	630	VPI	colonized 	2015
1614D0	1614	161	0	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
1614D17	1614	161	17	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
1614D31	1614	161	31	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
1614D44	1614	161	44	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
1614D7	1614	161	7	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
1614Dneg12	1614	161	-12	male	yes	RAG1KO	630_VPI 	630	VPI	colonized 	2015
